@RELATION Census

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 {0,1}

@DATA
54,1,1.7432e+05,4,9,2,11,4,1,0,0,0,40,1,1
46,1,2.1496e+05,15,3,2,2,4,1,1,0,2339,45,1,1
25,1,3.4499e+05,2,10,1,2,3,1,0,0,0,40,1,1
46,1,1.087e+05,2,10,2,4,4,1,1,0,0,40,1,1
36,5,1.1731e+05,2,10,1,11,1,1,1,0,0,40,1,1
23,1,3.961e+05,4,9,3,3,4,1,1,0,0,25,1,1
29,1,1.3415e+05,4,9,4,8,4,1,0,0,0,40,1,1
44,1,1.6203e+05,2,10,1,9,1,1,1,0,2415,6,1,0
19,1,25429,2,10,3,9,2,1,1,0,0,16,1,1
19,1,2.3239e+05,4,9,3,3,6,1,1,0,0,40,1,1
35,1,2.201e+05,4,9,1,3,1,1,1,0,0,40,1,0
27,1,3.013e+05,1,13,3,2,4,1,0,0,0,50,1,1
46,2,2.7795e+05,6,12,4,2,4,1,0,0,0,40,1,1
34,6,98101,1,13,1,5,3,1,0,7688,0,45,42,0
34,1,1.9616e+05,4,9,3,3,4,1,1,0,0,35,1,1
44,1,1.1556e+05,2,10,1,1,3,1,0,0,0,40,1,1
45,1,96975,2,10,2,7,5,1,1,0,0,40,1,1
20,9,1.373e+05,4,9,3,15,6,1,1,0,0,35,1,1
25,1,86872,1,13,1,5,3,1,0,0,0,55,1,0
52,3,1.3218e+05,1,13,1,5,3,1,0,0,0,50,1,0
20,1,4.161e+05,2,10,3,7,2,1,0,0,0,40,1,1
28,1,1.0857e+05,2,10,3,3,4,1,1,0,0,40,1,1
50,6,2.8835e+05,1,13,1,13,3,1,0,0,0,40,1,0
34,1,2.2769e+05,7,11,2,1,4,1,1,0,0,64,1,1
28,1,1.6648e+05,9,4,1,7,3,5,0,0,2179,40,4,1
41,1,4.4538e+05,11,14,1,5,3,1,0,0,1977,65,1,0
28,1,1.1015e+05,4,9,1,9,3,1,0,0,0,40,1,1
46,2,3.1725e+05,4,9,1,2,3,1,0,0,0,25,1,1
28,9,1.2315e+05,2,10,1,15,1,1,1,0,1887,40,1,0
32,1,3.6466e+05,2,10,1,5,3,1,0,0,0,50,1,1
41,5,42346,2,10,2,3,4,2,1,0,0,24,1,1
24,1,2.4195e+05,4,9,3,7,5,2,1,0,0,40,1,1
33,1,1.185e+05,2,10,2,5,5,1,1,0,0,40,1,1
46,1,1.8839e+05,14,16,1,5,3,1,0,15024,0,60,1,0
31,6,1.0332e+06,2,10,1,8,3,1,0,0,0,40,1,1
35,1,92440,10,8,2,2,4,1,0,0,0,50,1,0
52,1,1.9076e+05,12,2,1,8,3,1,0,0,0,40,13,1
30,1,4.2602e+05,3,7,3,3,2,1,1,0,0,19,1,1
34,5,2.4387e+05,3,7,4,8,4,2,0,0,0,40,1,1
34,6,2.4028e+05,4,9,2,11,5,1,1,0,0,40,1,1
20,1,61777,2,10,1,4,3,1,0,0,0,30,1,1
17,1,1.7502e+05,3,7,3,7,2,1,0,2176,0,18,1,1
32,6,92003,1,13,1,5,1,1,1,0,0,40,1,0
29,1,1.884e+05,4,9,2,10,4,1,0,0,0,40,1,1
33,1,2.2853e+05,13,6,3,2,5,1,1,0,0,35,1,1
25,1,1.3337e+05,4,9,1,11,3,1,0,0,0,60,1,1
36,4,2.5519e+05,11,14,3,6,4,1,0,0,1408,40,1,1
23,1,2.0465e+05,4,9,3,7,4,1,0,0,0,72,36,1
63,3,2.2229e+05,4,9,1,5,3,1,0,0,0,40,1,0
47,5,2.8748e+05,11,14,1,6,3,1,0,0,0,40,1,1
80,9,1.0776e+05,4,9,5,15,4,1,0,0,0,24,1,1
17,9,2.0252e+05,3,7,3,15,2,1,0,0,0,40,1,1
40,2,2.0412e+05,1,13,6,6,4,1,1,2174,0,40,1,1
30,1,29662,6,12,1,3,1,1,1,0,0,25,1,0
27,1,1.1636e+05,2,10,3,2,2,3,0,0,1980,40,8,1
33,1,2.0841e+05,11,14,1,6,3,1,0,0,0,50,1,0
34,5,2.8484e+05,4,9,3,10,4,2,0,594,0,60,1,1
34,5,1.1702e+05,2,10,3,13,4,1,1,0,0,40,1,1
23,1,81281,2,10,1,9,3,1,0,0,0,40,1,1
42,5,3.4015e+05,2,10,1,9,1,1,1,0,0,40,1,1
29,1,3.6343e+05,1,13,3,6,4,1,0,0,0,40,1,1
45,1,45857,4,9,2,9,4,1,1,0,0,28,1,1
24,4,1.9107e+05,4,9,3,14,2,1,0,0,0,40,1,1
44,1,1.1663e+05,2,10,1,6,3,1,0,0,0,40,1,0
27,1,4.0586e+05,8,5,3,2,6,1,0,0,0,40,13,1
20,1,2.9823e+05,2,10,3,4,4,1,0,0,0,35,1,1
44,1,2.9052e+05,4,9,5,5,5,2,1,0,0,40,1,1
51,1,56915,4,9,1,2,3,4,0,0,0,40,1,1
20,1,1.4654e+05,4,9,1,8,3,1,0,0,0,40,1,1
17,9,2.5887e+05,3,7,3,15,2,1,1,0,0,5,1,1
19,1,2.064e+05,4,9,3,8,2,2,1,0,0,40,1,1
45,3,1.9733e+05,2,10,1,2,3,1,0,0,0,55,1,0
60,1,2.4506e+05,4,9,1,2,3,1,0,0,0,40,1,0
42,1,1.9758e+05,6,12,1,5,3,2,0,0,0,40,42,0
44,2,2.3489e+05,4,9,1,4,1,1,1,0,0,40,1,0
40,1,72887,7,11,1,8,3,3,0,0,0,40,1,0
30,1,1.8037e+05,4,9,1,5,1,1,1,0,0,40,1,1
38,1,3.513e+05,2,10,1,11,3,2,0,0,0,50,1,1
23,1,54012,4,9,1,11,3,1,0,0,0,60,1,1
32,9,1.1575e+05,2,10,1,15,3,1,0,0,0,40,1,1
44,1,1.1663e+05,6,12,3,10,2,1,0,0,0,40,1,1
54,5,2.8883e+05,4,9,1,11,3,2,0,0,0,40,1,1
32,1,1.326e+05,1,13,1,6,3,1,0,0,0,50,1,1
50,1,1.9337e+05,12,2,6,2,5,1,0,0,0,40,1,1
24,1,1.7007e+05,1,13,3,1,4,1,1,0,0,20,1,1
37,1,1.2671e+05,4,9,1,9,1,1,1,0,0,60,1,1
52,1,35598,4,9,2,11,5,1,0,0,0,40,1,1
38,1,33983,2,10,1,11,3,1,0,0,0,40,1,1
49,1,1.9278e+05,11,14,1,5,3,1,0,0,1977,45,1,0
30,1,1.1855e+05,1,13,1,1,1,1,1,0,0,16,1,0
60,1,2.0197e+05,2,10,3,6,5,1,0,0,0,40,1,0
22,9,1.3988e+05,2,10,3,15,2,1,0,0,0,40,1,1
35,1,2.8502e+05,4,9,3,2,4,1,0,0,0,40,1,1
30,1,3.0399e+05,4,9,3,11,4,1,0,0,0,60,1,1
67,1,49401,7,11,2,3,4,1,1,0,0,24,1,1
46,1,2.792e+05,1,13,3,2,4,1,1,0,0,40,1,1
17,1,2.1187e+05,8,5,3,3,4,1,0,0,0,6,1,1
22,1,2.8143e+05,2,10,3,7,2,1,0,0,0,30,1,1
27,1,1.6116e+05,13,6,3,3,4,1,0,0,0,40,1,1
23,1,1.979e+05,4,9,3,3,5,1,1,0,0,35,1,1
33,1,1.1175e+05,6,12,1,2,3,1,0,0,0,45,14,1
43,2,1.7072e+05,2,10,1,2,3,1,0,0,0,20,1,1
28,6,70100,1,13,3,6,4,1,0,0,0,20,1,1
41,1,1.9363e+05,4,9,6,2,5,1,1,0,0,40,1,1
52,9,2.7175e+05,10,8,3,15,6,2,0,594,0,40,1,1
25,1,1.8978e+05,2,10,6,9,2,2,1,0,0,20,1,1
63,9,4.0153e+05,12,2,1,15,3,1,0,0,0,35,1,1
59,5,2.8697e+05,4,9,1,11,3,1,0,0,0,45,1,1
45,5,1.6443e+05,1,13,2,6,5,1,1,0,0,40,1,1
38,1,91039,1,13,1,4,3,1,0,15024,0,60,1,0
40,1,3.4793e+05,4,9,3,3,4,1,1,0,0,35,1,1
46,4,3.7137e+05,4,9,2,9,4,1,0,0,0,40,1,1
35,1,32220,6,12,3,5,4,1,1,0,0,60,1,1
34,1,1.8725e+05,4,9,2,6,5,1,1,0,0,25,1,1
33,1,1.7811e+05,1,13,3,2,2,1,0,0,0,20,1,1
41,1,3.4312e+05,4,9,2,9,5,1,1,0,0,36,1,1
20,1,2.6275e+05,2,10,3,8,2,1,0,0,0,40,1,1
23,1,4.0311e+05,15,3,3,3,2,1,0,0,0,40,21,1
26,1,64293,2,10,3,6,4,1,1,0,0,35,1,1
72,9,3.0359e+05,4,9,1,15,3,1,0,0,0,20,1,1
23,5,3.2496e+05,4,9,3,10,4,1,0,0,0,40,10,1
62,5,1.1406e+05,4,9,1,11,3,1,0,0,0,40,1,1
52,1,48925,2,10,1,9,3,1,0,0,0,40,1,1
58,1,1.8098e+05,2,10,2,3,5,1,1,0,0,42,35,1
25,1,1.8105e+05,1,13,3,4,4,1,1,0,0,40,1,1
24,1,3.8809e+05,1,13,3,5,4,2,0,0,0,40,1,1
19,1,2.4961e+05,2,10,3,13,2,1,0,0,0,8,1,1
43,1,1.1213e+05,2,10,1,5,3,1,0,0,0,40,1,1
47,5,5.4316e+05,4,9,4,9,5,2,1,0,0,40,1,1
39,1,91996,4,9,2,3,5,1,1,0,0,40,1,1
49,1,1.4194e+05,7,11,6,7,5,1,0,0,1380,42,1,1
53,9,2.518e+05,15,3,5,15,5,2,1,0,0,30,1,1
32,1,37070,7,11,3,2,4,1,0,0,0,45,1,1
34,1,3.3759e+05,2,10,1,6,3,1,0,0,0,50,1,0
28,1,1.8935e+05,4,9,2,2,4,1,0,0,0,45,1,1
57,9,2.2222e+05,7,11,5,15,5,1,1,0,0,38,1,1
25,1,2.6704e+05,2,10,3,9,4,4,1,0,0,20,1,1
20,9,2.1464e+05,2,10,3,15,2,1,0,0,0,24,1,1
21,9,2.0423e+05,2,10,3,15,5,1,1,0,0,35,1,1
34,1,1.0812e+05,1,13,1,6,3,1,0,0,0,50,1,0
38,3,99146,1,13,1,5,3,1,0,15024,0,80,1,0
50,1,1.9623e+05,4,9,1,5,3,1,0,7688,0,50,1,0
24,5,2.4834e+05,2,10,2,7,4,2,0,0,0,50,1,1
37,5,1.8604e+05,2,10,1,1,3,1,0,0,0,45,1,0
44,1,1.7791e+05,2,10,2,8,5,1,0,0,0,58,1,0
28,1,85812,2,10,1,4,1,1,1,0,0,40,1,1
42,1,2.2117e+05,1,13,1,5,3,1,0,0,0,40,1,0
74,1,99183,2,10,2,9,4,1,1,0,0,9,1,1
38,2,1.9039e+05,4,9,1,2,3,1,0,0,0,50,1,1
44,2,2.0269e+05,11,14,1,6,3,1,0,0,0,40,1,1
44,1,1.0934e+05,3,7,2,8,5,5,1,0,0,46,4,1
26,1,1.0866e+05,4,9,3,8,4,1,0,0,0,40,1,1
36,1,1.972e+05,4,9,1,3,3,2,0,0,0,40,1,1
41,1,1.0174e+05,6,12,1,5,1,1,1,0,0,50,1,0
67,1,2.3156e+05,5,15,1,6,3,1,0,20051,0,48,1,0
39,5,2.0785e+05,10,8,1,1,3,1,0,0,0,50,1,1
57,1,1.9094e+05,12,2,5,12,4,2,1,0,0,30,1,1
29,1,1.0235e+05,7,11,4,2,4,1,0,0,0,40,1,1
31,3,41493,1,13,3,10,4,1,1,0,0,45,1,1
34,9,1.9003e+05,4,9,3,15,5,2,1,0,0,40,1,1
44,1,2.1053e+05,2,10,1,11,3,1,0,0,0,40,1,1
29,1,1.3394e+05,14,16,3,6,2,1,0,0,0,40,1,1
30,1,2.379e+05,2,10,3,7,5,1,1,0,0,40,1,1
27,1,1.6386e+05,4,9,3,11,4,1,0,0,0,40,1,1
27,1,2.0187e+05,2,10,1,4,3,1,0,0,0,50,1,1
32,1,84179,4,9,3,7,4,1,1,0,0,45,1,1
58,1,51662,13,6,1,3,1,1,1,0,0,8,1,1
35,5,2.3333e+05,2,10,1,13,3,1,0,0,0,40,1,1
21,1,2.5951e+05,4,9,3,7,2,1,0,0,0,36,1,1
28,1,1.8483e+05,2,10,3,2,5,1,0,0,0,40,1,1
46,2,2.4572e+05,2,10,2,5,4,1,0,0,0,50,1,1
36,2,27053,4,9,4,3,5,1,1,0,0,40,1,1
72,1,2.0534e+05,3,7,5,9,5,1,1,0,0,40,1,1
35,1,2.2933e+05,4,9,1,8,1,2,1,0,0,40,1,1
33,4,3.1956e+05,7,11,2,2,5,2,1,0,0,40,1,0
69,1,1.3622e+05,3,7,3,8,4,1,1,0,0,40,1,1
35,1,54576,4,9,1,8,3,1,0,0,0,40,1,1
31,1,3.2307e+05,4,9,4,9,5,1,1,0,0,20,42,1
34,1,1.4829e+05,4,9,1,1,1,1,1,0,0,32,1,1
30,1,1.5245e+05,3,7,1,3,3,1,0,0,0,40,13,1
28,1,1.1405e+05,1,13,3,11,4,1,0,0,0,55,1,1
54,1,2.1296e+05,1,13,1,4,3,1,0,0,0,35,1,0
47,1,2.6405e+05,2,10,1,6,3,1,0,0,0,50,1,0
24,1,82804,4,9,3,7,5,2,1,0,0,40,1,1
52,2,3.3427e+05,1,13,1,6,3,1,0,0,0,60,1,0
20,1,27337,4,9,3,7,2,4,0,0,0,48,1,1
43,3,1.8844e+05,11,14,1,5,3,1,0,5013,0,45,1,1
45,1,4.3367e+05,9,4,4,3,5,1,1,0,0,40,13,1
29,2,1.1066e+05,4,9,4,2,4,1,0,0,0,35,1,1
47,1,87490,11,14,2,5,5,1,0,0,0,42,1,1
24,1,3.5435e+05,4,9,3,2,2,1,0,0,0,40,1,1
51,1,95469,4,9,1,6,3,1,0,0,0,40,1,1
17,1,2.4272e+05,3,7,3,4,2,1,0,0,0,12,1,1
37,1,22463,7,11,1,2,3,1,0,0,1977,40,1,0
27,1,1.5816e+05,14,16,3,6,4,1,1,0,0,70,1,1
29,1,3.5016e+05,1,13,1,5,1,1,0,0,0,40,1,0
18,9,1.6553e+05,10,8,3,15,2,1,0,0,0,25,1,1
36,2,28738,6,12,2,4,5,1,1,0,0,35,1,1
58,5,2.8364e+05,1,13,3,6,4,1,1,0,0,40,1,1
26,2,86646,2,10,1,2,3,1,0,0,0,45,1,1
65,9,1.9573e+05,2,10,1,15,3,1,0,0,0,30,1,0
57,1,69884,4,9,1,4,3,1,0,0,0,40,1,0
59,1,1.9971e+05,4,9,1,2,3,1,0,0,0,40,1,1
27,1,1.8166e+05,4,9,1,8,3,1,0,0,0,40,1,1
31,2,3.4094e+05,1,13,3,1,4,1,0,0,0,40,1,1
21,1,1.9775e+05,2,10,3,4,2,1,1,0,0,24,1,1
29,1,34292,2,10,3,9,4,1,0,0,0,60,1,1
18,1,1.5676e+05,3,7,3,3,2,1,0,0,0,40,1,1
52,1,25826,13,6,1,2,3,1,0,0,1887,47,1,0
57,3,1.0395e+05,1,13,2,6,4,1,0,0,0,80,1,1
42,9,1.3739e+05,4,9,1,15,3,1,0,0,0,40,1,1
55,9,1.0514e+05,4,9,1,15,1,3,1,0,0,40,1,1
60,1,39352,9,4,3,11,4,1,0,0,0,48,1,0
31,1,1.6839e+05,1,13,1,6,3,1,0,7688,0,40,5,0
23,1,1.1779e+05,1,13,3,9,2,1,1,0,0,40,1,1
27,1,2.6715e+05,4,9,3,4,2,1,0,0,0,40,1,1
23,9,99399,2,10,3,15,5,4,1,0,0,25,1,1
42,2,2.1424e+05,5,15,1,6,3,1,0,0,1902,50,1,0
25,1,2.0041e+05,2,10,3,1,4,1,0,2174,0,40,1,1
49,1,1.3646e+05,1,13,3,6,4,1,1,0,0,45,1,1
32,1,2.3982e+05,1,13,3,1,4,1,0,0,0,40,1,1
19,1,2.1704e+05,2,10,3,9,2,1,0,0,0,28,1,1
60,1,51290,9,4,2,3,4,1,1,0,0,40,1,1
42,5,1.7567e+05,8,5,1,3,3,1,0,0,0,40,1,1
35,2,1.944e+05,6,12,3,10,4,1,0,0,0,40,1,1
48,1,45612,4,9,3,9,5,2,1,0,0,37,1,1
51,1,4.1011e+05,11,14,1,2,3,1,0,0,0,40,1,0
29,1,1.8252e+05,4,9,3,2,4,4,0,0,0,40,1,1
36,5,3.3977e+05,4,9,4,5,4,2,0,0,0,40,1,1
17,1,1.6966e+05,13,6,3,3,2,1,1,0,0,21,1,1
52,1,2.0085e+05,11,14,2,6,4,1,1,6849,0,60,1,1
24,1,2.4756e+05,4,9,3,2,4,1,0,0,0,40,1,1
24,1,2.4991e+05,4,9,1,7,3,1,0,0,0,50,1,1
26,5,2.0812e+05,1,13,3,6,2,1,0,1055,0,40,1,1
27,1,1.0988e+05,1,13,3,3,2,1,1,0,0,20,1,1
39,1,2.0782e+05,4,9,3,7,2,1,0,0,0,60,1,1
30,1,3.6903e+05,4,9,1,11,3,2,0,0,0,45,1,1
50,2,1.1412e+05,4,9,1,5,3,1,0,0,0,32,1,1
52,3,51048,1,13,1,4,3,1,0,0,0,55,1,1
46,1,1.0239e+05,5,15,1,6,3,1,0,15024,0,45,1,0
23,1,1.9048e+05,1,13,3,4,2,1,1,0,0,20,1,1
45,1,4.6244e+05,3,7,5,3,4,2,1,0,0,20,1,1
65,1,1.0935e+05,8,5,5,12,5,2,1,0,0,24,1,1
29,1,34383,7,11,1,11,3,1,0,0,0,55,1,1
47,1,2.4183e+05,8,5,6,7,5,1,0,0,0,40,21,1
30,1,1.2419e+05,4,9,3,10,2,2,0,0,0,60,1,1
34,1,1.5361e+05,4,9,1,4,3,1,0,0,0,45,1,0
38,2,2.6756e+05,4,9,1,4,3,1,0,0,0,64,1,1
33,1,2.0547e+05,2,10,1,5,3,1,0,0,0,40,1,0
49,1,2.6809e+05,1,13,1,4,3,1,0,0,0,26,1,0
47,2,1.6504e+05,2,10,3,3,5,2,1,0,0,40,1,1
49,5,1.2045e+05,13,6,4,3,5,2,1,0,0,40,1,1
43,1,1.5437e+05,2,10,1,2,3,1,0,15024,0,60,1,0
30,1,1.0365e+05,1,13,1,9,1,2,1,0,0,40,1,0
58,2,35723,4,9,1,2,3,1,0,0,0,60,1,1
19,1,2.626e+05,4,9,3,3,2,1,1,0,0,14,1,1
21,1,2.2618e+05,1,13,3,7,4,1,0,0,0,40,1,1
33,1,1.757e+05,1,13,1,5,3,1,0,15024,0,60,1,0
47,3,2.4815e+05,15,3,1,11,3,1,0,0,0,50,32,1
52,2,2.8944e+05,14,16,1,6,3,1,0,0,0,60,1,0
26,1,75654,4,9,2,2,4,1,0,0,0,55,1,1
60,1,1.9938e+05,4,9,1,2,3,1,0,0,0,40,1,1
21,1,1.6097e+05,2,10,3,7,2,1,0,0,0,40,1,1
36,1,1.8856e+05,2,10,1,4,3,1,0,5178,0,50,1,0
31,1,55849,2,10,1,2,3,1,0,0,0,45,1,1
50,3,1.9532e+05,14,16,4,6,4,1,0,0,0,40,1,0
31,5,4.0209e+05,4,9,2,9,5,1,1,0,0,40,1,1
71,1,78277,4,9,1,2,3,1,0,0,0,15,1,1
58,9,1.5861e+05,4,9,1,15,3,1,0,0,0,50,1,1
30,6,1.695e+05,1,13,1,1,3,1,0,0,0,40,1,0
20,1,1.3096e+05,2,10,3,3,2,1,0,0,0,20,1,1
24,1,5.5666e+05,4,9,3,5,6,1,0,4101,0,50,1,1
35,1,2.9247e+05,14,16,1,6,3,3,0,0,0,40,39,0
38,6,1.4377e+05,2,10,4,5,4,1,1,0,0,45,1,1
27,1,2.8834e+05,4,9,3,8,2,1,1,0,0,32,1,1
29,6,71592,2,10,3,9,5,3,1,0,0,40,8,1
70,9,1.6736e+05,8,5,5,15,5,1,1,1111,0,15,1,1
34,1,1.0674e+05,4,9,1,2,3,1,0,0,0,45,1,1
44,1,2.1929e+05,9,4,1,2,3,1,0,0,0,35,1,1
43,1,1.7452e+05,4,9,1,8,3,1,0,0,0,40,1,0
44,2,3.3518e+05,10,8,1,7,3,2,0,0,0,40,1,0
35,1,2.6129e+05,11,14,3,4,4,1,0,0,0,60,1,1
27,1,1.119e+05,2,10,3,6,4,1,0,0,0,40,1,1
43,5,1.9436e+05,11,14,3,6,4,1,0,0,0,38,1,1
20,1,81145,2,10,3,4,4,1,1,0,0,25,1,1
42,1,3.412e+05,6,12,2,6,5,1,1,8614,0,40,1,0
27,6,2.4936e+05,2,10,1,11,3,1,0,3411,0,40,1,1
42,1,2.4702e+05,4,9,1,2,3,2,0,0,0,40,1,0
20,9,1.1475e+05,3,7,6,15,2,3,1,0,1762,40,30,1
24,1,1.7215e+05,8,5,3,8,4,1,0,0,1721,40,1,1
48,4,1.1046e+05,2,10,2,5,4,1,0,0,0,40,1,1
17,9,80077,3,7,3,15,2,1,1,0,0,20,1,1
17,2,3.687e+05,3,7,3,10,2,1,0,0,0,10,1,1
33,1,1.8256e+05,1,13,1,5,3,1,0,0,0,40,1,0
50,3,2.1942e+05,4,9,1,4,3,1,0,0,0,50,1,0
22,1,2.4082e+05,4,9,3,4,2,1,1,2597,0,40,1,1
17,1,1.0273e+05,10,8,3,3,2,1,0,0,0,16,1,1
32,1,2.2627e+05,2,10,1,9,3,1,0,0,0,40,13,1
31,1,1.2546e+05,4,9,3,2,4,1,0,0,0,45,1,1
58,2,2.0402e+05,4,9,5,5,4,1,0,0,0,50,1,1
29,5,92262,4,9,3,13,2,1,0,0,0,48,1,1
37,1,1.6114e+05,7,11,1,2,3,1,0,0,0,40,14,0
34,2,1.9029e+05,4,9,1,2,3,1,0,0,0,40,1,0
23,5,4.3083e+05,2,10,4,5,5,2,0,0,0,40,1,1
18,6,59342,3,7,3,9,2,1,1,0,0,5,1,1
34,1,1.3672e+05,4,9,2,5,4,1,1,0,0,40,1,1
66,9,1.4942e+05,9,4,3,15,4,1,0,0,0,4,1,1
45,5,86644,1,13,1,6,1,1,1,0,0,55,1,1
41,1,1.9512e+05,11,14,3,5,4,1,0,0,0,35,36,1
26,1,1.6735e+05,4,9,3,3,6,1,0,0,0,30,1,1
54,5,1.13e+05,2,10,1,10,3,1,0,0,0,40,1,1
24,1,1.4003e+05,2,10,3,8,2,2,1,0,0,45,1,1
42,1,2.6243e+05,2,10,1,6,3,1,0,0,0,50,1,1
20,1,3.167e+05,2,10,3,6,2,1,0,0,0,20,1,1
23,6,3.3545e+05,1,13,3,1,4,1,1,0,0,20,1,1
25,9,2.0248e+05,6,12,3,15,6,1,0,0,0,45,1,1
35,1,2.0363e+05,11,14,3,6,4,1,0,0,0,60,1,0
31,1,1.1871e+05,11,14,1,1,3,1,0,0,1902,40,1,0
30,1,1.8962e+05,1,13,3,6,2,1,1,0,0,40,10,1
19,1,4.7503e+05,4,9,3,4,2,1,1,0,0,20,1,1
36,5,1.1087e+05,1,13,3,6,4,1,0,0,0,50,1,1
31,1,2.4361e+05,1,13,5,4,5,1,1,0,1380,40,32,1
21,1,1.6387e+05,2,10,3,7,2,1,0,0,0,30,1,1
31,2,80145,2,10,1,2,3,1,0,0,0,40,1,1
46,1,2.9557e+05,14,16,2,6,5,1,1,25236,0,65,1,0
44,1,63042,1,13,2,5,2,1,1,0,0,50,1,0
40,1,2.2915e+05,10,8,1,3,3,2,0,0,0,40,11,1
45,1,2.4255e+05,2,10,3,4,4,2,0,0,0,40,1,1
60,1,1.7767e+05,4,9,1,2,3,1,0,0,0,35,1,1
18,1,2.081e+05,3,7,3,3,6,1,0,0,0,25,1,1
28,1,2.9645e+05,1,13,1,6,3,1,0,0,0,40,1,1
36,1,70282,2,10,2,9,5,2,1,0,0,40,1,1
36,1,2.7177e+05,1,13,4,6,4,1,0,0,0,40,42,1
40,1,1.45e+05,7,11,1,1,3,1,0,4386,0,40,1,1
36,5,3.8264e+05,1,13,2,9,5,1,1,0,0,35,7,1
31,1,2.957e+05,4,9,4,3,5,2,1,0,0,40,1,1
33,1,1.9414e+05,4,9,1,8,3,1,0,0,0,40,1,1
19,6,3.7842e+05,4,9,3,1,2,1,1,0,0,40,1,1
22,1,2.144e+05,2,10,3,4,2,1,1,0,0,15,1,1
34,1,2.1746e+05,1,13,1,5,3,1,0,0,0,45,1,0
33,1,1.8256e+05,4,9,3,3,4,1,0,0,0,40,1,1
41,1,1.2583e+05,4,9,1,2,3,1,0,0,2051,60,1,1
29,1,2.7133e+05,1,13,3,6,4,1,0,4650,0,40,1,1
50,5,50459,4,9,1,5,3,1,0,0,0,42,1,0
42,1,1.6214e+05,1,13,1,5,3,1,0,7298,0,45,1,0
43,1,1.7794e+05,1,13,3,6,4,1,0,0,0,40,42,0
44,1,1.115e+05,4,9,1,4,1,1,1,0,0,40,1,1
20,1,2.9905e+05,2,10,3,3,4,1,1,0,0,20,1,1
31,1,2.2321e+05,4,9,1,3,3,1,0,0,0,40,13,1
65,2,1.1847e+05,3,7,1,5,3,1,0,9386,0,59,42,0
23,1,3.5214e+05,2,10,3,3,4,1,1,0,0,24,1,1
55,1,1.7309e+05,2,10,2,9,4,3,1,0,0,40,1,1
26,1,1.8166e+05,7,11,1,9,3,1,0,0,2377,45,1,1
25,1,3.327e+05,7,11,3,3,2,1,1,0,0,15,1,1
45,9,51164,2,10,1,15,1,2,1,0,0,40,1,1
35,1,2.349e+05,2,10,1,2,3,1,0,2407,0,40,1,1
36,1,1.3141e+05,2,10,3,4,4,2,1,0,0,36,1,1
43,6,2.6096e+05,1,13,1,6,3,1,0,0,0,50,1,1
56,1,1.5605e+05,4,9,5,3,5,2,1,594,0,20,1,1
42,1,2.7991e+05,1,13,1,1,3,1,0,0,0,40,1,0
19,1,1.9245e+05,2,10,3,3,6,1,1,0,0,25,1,1
55,2,2.0094e+05,4,9,1,11,3,1,0,0,0,72,1,1
42,1,1.5141e+05,11,14,3,5,4,1,1,14084,0,50,1,0
26,1,1.1285e+05,7,11,3,1,2,1,0,0,0,40,1,1
17,1,3.1693e+05,10,8,3,7,2,1,0,0,0,20,1,1
42,5,1.2632e+05,1,13,1,6,1,1,1,0,0,40,1,0
55,1,1.9742e+05,4,9,1,11,3,1,0,7688,0,40,1,0
32,1,2.6774e+05,2,10,3,9,2,2,1,0,0,40,1,1
29,1,2.6703e+05,3,7,3,2,2,2,0,0,0,40,40,1
46,6,1.9305e+05,1,13,1,6,3,1,0,0,0,37,1,1
29,6,3.5609e+05,1,13,1,5,3,1,0,7688,0,40,1,0
22,1,2.2352e+05,1,13,3,6,5,1,0,0,0,20,1,1
58,2,87510,13,6,1,2,3,1,0,0,0,40,1,1
23,1,1.4511e+05,4,9,3,11,5,1,0,0,0,50,1,1
39,1,48093,4,9,3,7,4,1,0,0,0,40,1,1
27,1,31757,7,11,3,2,2,1,0,0,0,38,1,1
54,1,2.8585e+05,4,9,1,11,3,1,0,0,0,40,1,0
33,5,1.2006e+05,1,13,3,6,4,1,1,0,0,45,1,1
46,4,1.6738e+05,4,9,1,9,1,1,1,0,0,40,1,0
37,1,1.0341e+05,4,9,3,10,4,2,0,0,0,40,1,1
36,1,1.0146e+05,4,9,3,3,4,1,1,0,0,18,1,1
59,5,4.2054e+05,4,9,1,9,1,1,1,0,0,38,1,0
34,5,1.1941e+05,4,9,2,13,5,1,0,0,0,40,14,1
53,3,1.2827e+05,14,16,1,5,3,1,0,0,0,70,1,0
51,1,3.8677e+05,1,13,3,4,4,1,0,0,0,55,1,0
32,1,2.8327e+05,13,6,4,3,5,1,1,0,0,42,1,1
31,6,3.0153e+05,2,10,6,3,6,1,0,0,0,40,1,1
22,1,1.5179e+05,2,10,1,4,1,1,1,0,0,30,6,1
